0	42	Sun Aug 13 18:04:50 GMT 2023	sigma-keys367b3e12-51b9-4de5-8d66-13bf90262c92	{"id":"08e07fcb-c5a6-4cb6-abbb-cabc6c325834","body":"PRODUCED FROM CLIENT ON TEXT REGISTRY ==> HOLA","sentAt":"2023-08-13T18:04:50.698Z","user":{"id":"4de8b523-6b78-4294-9ce0-deb54b6795bb","name":"CLIENT_USER_TEXT","subscriptionPlan":"STANDARD"}}
0	43	Sun Aug 13 18:06:11 GMT 2023	sigma-keys592afd57-5bb9-434b-874a-e4cc85fd3ef9	{"id":"68dce8e6-dbf3-4360-ba93-5157bf07d16b","body":"PRODUCED FROM CLIENT ON TEXT REGISTRY ==> FROM ANGULAR CLIENT TO STOMP REGISTRY THEN STOMP CHNNEL THEN KAFKA STREAM WITH FIRST INPUTTOPIC THEN REDIRECTED TO OUTPUTTOPIC","sentAt":"2023-08-13T18:06:11.470Z","user":{"id":"59f31edf-63ec-4d30-b997-241b18778f6d","name":"CLIENT_USER_TEXT","subscriptionPlan":"STANDARD"}}
